斥,备焙,谰搁悼,夸老,岿,林吝/林富,乞闭 蜡悼牢备
2016,秦款措备,快力2悼,格,3,林吝,"24,603"
2016,秦款措备,快力2悼,格,4,林吝,"23,090"
2016,秦款措备,快力2悼,格,5,林吝,"25,632"
2016,秦款措备,快力2悼,格,6,林吝,"24,196"
2016,秦款措备,快力2悼,格,7,林吝,"61,119"
2016,秦款措备,快力2悼,格,8,林吝,"64,735"
2016,秦款措备,快力2悼,格,9,林吝,"58,599"
2016,秦款措备,快力2悼,格,10,林吝,"63,832"
2016,秦款措备,快力2悼,格,11,林吝,"61,334"
2016,秦款措备,快力2悼,格,12,林吝,"73,177"
2016,秦款措备,快力2悼,陛,1,林吝,"27,517"
2016,秦款措备,快力2悼,陛,2,林吝,"25,579"
2016,秦款措备,快力2悼,陛,3,林吝,"24,685"
2016,秦款措备,快力2悼,陛,4,林吝,"23,714"
2016,秦款措备,快力2悼,陛,5,林吝,"25,124"
2016,秦款措备,快力2悼,陛,6,林吝,"25,753"
2016,秦款措备,快力2悼,陛,7,林吝,"61,878"
2016,秦款措备,快力2悼,陛,8,林吝,"66,377"
2016,秦款措备,快力2悼,陛,9,林吝,"61,950"
2016,秦款措备,快力2悼,陛,10,林吝,"62,884"
2016,秦款措备,快力2悼,陛,11,林吝,"63,950"
2016,秦款措备,快力2悼,陛,12,林吝,"76,102"
2016,秦款措备,快力2悼,配,1,林富,"28,889"
2016,秦款措备,快力2悼,配,2,林富,"25,401"
2016,秦款措备,快力2悼,配,3,林富,"27,512"
2016,秦款措备,快力2悼,配,4,林富,"24,441"
2016,秦款措备,快力2悼,配,5,林富,"26,102"
2016,秦款措备,快力2悼,配,6,林富,"27,174"
2016,秦款措备,快力2悼,配,7,林富,"67,628"
2016,秦款措备,快力2悼,配,8,林富,"67,415"
2016,秦款措备,快力2悼,配,9,林富,"64,268"
2016,秦款措备,快力2悼,配,10,林富,"63,966"
2016,秦款措备,快力2悼,配,11,林富,"69,125"
2016,秦款措备,快力2悼,配,12,林富,"83,729"
2016,荤惑备,饱过悼,老,1,林富,"35,409"
2016,荤惑备,饱过悼,老,2,林富,"35,126"
2016,荤惑备,饱过悼,老,3,林富,"34,916"
2016,荤惑备,饱过悼,老,4,林富,"35,615"
2016,荤惑备,饱过悼,老,5,林富,"36,173"
2016,荤惑备,饱过悼,老,6,林富,"35,254"
2016,荤惑备,饱过悼,老,7,林富,"97,232"
2016,荤惑备,饱过悼,老,8,林富,"98,690"
2016,荤惑备,饱过悼,老,9,林富,"103,440"
2016,荤惑备,饱过悼,老,10,林富,"104,089"
2016,荤惑备,饱过悼,老,11,林富,"105,978"
2016,荤惑备,饱过悼,老,12,林富,"84,226"
2016,荤惑备,饱过悼,岿,1,林吝,"17,125"
2016,荤惑备,饱过悼,岿,2,林吝,"18,037"
2016,荤惑备,饱过悼,岿,3,林吝,"17,122"
2016,荤惑备,饱过悼,岿,4,林吝,"16,745"
2016,荤惑备,饱过悼,岿,5,林吝,"17,189"
2016,荤惑备,饱过悼,岿,6,林吝,"17,527"
2016,荤惑备,饱过悼,岿,7,林吝,"46,999"
2016,荤惑备,饱过悼,岿,8,林吝,"49,031"
2016,荤惑备,饱过悼,岿,9,林吝,"52,566"
2016,荤惑备,饱过悼,岿,10,林吝,"51,637"
2016,荤惑备,饱过悼,岿,11,林吝,"53,261"
2016,荤惑备,饱过悼,岿,12,林吝,"40,323"
2016,荤惑备,饱过悼,荐,1,林吝,"18,311"
2016,荤惑备,饱过悼,荐,2,林吝,"17,661"
2016,荤惑备,饱过悼,荐,3,林吝,"17,258"
2016,荤惑备,饱过悼,荐,4,林吝,"17,651"
2016,荤惑备,饱过悼,荐,5,林吝,"17,951"
2016,荤惑备,饱过悼,荐,6,林吝,"18,002"
2016,荤惑备,饱过悼,荐,7,林吝,"49,520"
2016,荤惑备,饱过悼,荐,8,林吝,"49,714"
2016,荤惑备,饱过悼,荐,9,林吝,"52,642"
2016,荤惑备,饱过悼,荐,10,林吝,"54,471"
2016,荤惑备,饱过悼,荐,11,林吝,"53,931"
2016,荤惑备,饱过悼,荐,12,林吝,"40,497"
2016,荤惑备,饱过悼,格,1,林吝,"17,894"
2016,荤惑备,饱过悼,格,2,林吝,"17,207"
2016,荤惑备,饱过悼,格,3,林吝,"17,584"
2016,荤惑备,饱过悼,格,4,林吝,"17,251"
2016,荤惑备,饱过悼,格,5,林吝,"18,536"
2016,荤惑备,饱过悼,格,6,林吝,"17,402"
2016,荤惑备,饱过悼,格,7,林吝,"49,005"
2016,荤惑备,饱过悼,格,8,林吝,"49,204"
2016,荤惑备,饱过悼,格,9,林吝,"51,361"
2016,荤惑备,饱过悼,格,10,林吝,"54,115"
2016,荤惑备,饱过悼,格,11,林吝,"53,319"
2016,荤惑备,饱过悼,格,12,林吝,"40,297"
2016,荤惑备,饱过悼,陛,1,林吝,"17,757"
2016,荤惑备,饱过悼,陛,2,林吝,"18,503"
2016,荤惑备,饱过悼,陛,3,林吝,"17,449"
2016,荤惑备,饱过悼,陛,4,林吝,"17,480"
2016,荤惑备,饱过悼,陛,5,林吝,"18,656"
2016,荤惑备,饱过悼,陛,6,林吝,"17,777"
2016,荤惑备,饱过悼,陛,7,林吝,"49,959"
2016,荤惑备,饱过悼,陛,8,林吝,"52,509"
2016,荤惑备,饱过悼,陛,9,林吝,"51,299"
2016,荤惑备,饱过悼,陛,10,林吝,"54,528"
2016,荤惑备,饱过悼,陛,11,林吝,"54,592"
2016,荤惑备,饱过悼,陛,12,林吝,"41,043"
2016,荤惑备,饱过悼,配,1,林富,"17,998"
2016,荤惑备,饱过悼,配,2,林富,"18,393"
2016,荤惑备,饱过悼,配,3,林富,"17,765"
2016,荤惑备,饱过悼,配,4,林富,"17,842"
2016,荤惑备,饱过悼,配,5,林富,"17,887"
2016,荤惑备,饱过悼,配,6,林富,"17,444"
2016,荤惑备,饱过悼,配,7,林富,"49,059"
2016,荤惑备,饱过悼,配,8,林富,"52,850"
2016,荤惑备,饱过悼,配,9,林富,"51,116"
2016,荤惑备,饱过悼,配,10,林富,"53,401"
2016,荤惑备,饱过悼,配,11,林富,"54,466"
2016,荤惑备,饱过悼,配,12,林富,"43,640"
